model_name,input_token,output_token,latency_sec,tps
hunyuan-mt-7b,435,290,5.7519,50.42
hunyuan-mt-7b,277,193,3.9212,49.22
hunyuan-mt-7b,361,201,4.0888,49.16
hunyuan-mt-7b,97,18,0.4326,41.61
hunyuan-mt-7b,124,44,0.9988,44.05
hunyuan-mt-7b,267,144,2.9293,49.16
hunyuan-mt-7b,292,179,3.702,48.35
hunyuan-mt-7b,115,29,0.719,40.34
hunyuan-mt-7b,121,43,1.0107,42.54
hunyuan-mt-7b,81,9,0.2447,36.78
hunyuan-mt-7b,103,21,0.5511,38.11
hunyuan-mt-7b,117,46,1.0573,43.51
hunyuan-mt-7b,118,29,0.7115,40.76
hunyuan-mt-7b,263,138,2.854,48.35
hunyuan-mt-7b,112,34,0.7177,47.38
hunyuan-mt-7b,174,78,1.6631,46.9
hunyuan-mt-7b,164,77,1.646,46.78
hunyuan-mt-7b,181,78,1.6627,46.91
hunyuan-mt-7b,132,61,1.3142,46.42
hunyuan-mt-7b,273,178,3.6035,49.4
hunyuan-mt-7b,145,57,1.1438,49.83
hunyuan-mt-7b,121,44,0.8914,49.36
hunyuan-mt-7b,318,185,3.7564,49.25
hunyuan-mt-7b,405,233,4.722,49.34
hunyuan-mt-7b,192,80,1.7005,47.05
hunyuan-mt-7b,163,69,1.4087,48.98
hunyuan-mt-7b,469,253,5.1729,48.91
hunyuan-mt-7b,162,68,1.3606,49.98
hunyuan-mt-7b,132,49,0.9962,49.19
hunyuan-mt-7b,158,67,1.3657,49.06
hunyuan-mt-7b,154,63,1.2878,48.92
hunyuan-mt-7b,187,94,1.9988,47.03
hunyuan-mt-7b,439,245,4.9591,49.4
hunyuan-mt-7b,136,48,1.0144,47.32
hunyuan-mt-7b,85,14,0.3044,46.0
hunyuan-mt-7b,114,37,0.7907,46.79
hunyuan-mt-7b,140,52,1.0938,47.54
hunyuan-mt-7b,109,30,0.6439,46.59
hunyuan-mt-7b,168,68,1.3864,49.05
hunyuan-mt-7b,124,40,0.851,47.0
hunyuan-mt-7b,207,119,2.4795,47.99
hunyuan-mt-7b,499,308,6.256,49.23
hunyuan-mt-7b,109,29,0.5995,48.37
hunyuan-mt-7b,89,25,0.5382,46.45
hunyuan-mt-7b,178,65,1.3575,47.88
hunyuan-mt-7b,90,25,0.5374,46.52
hunyuan-mt-7b,252,153,3.1824,48.08
hunyuan-mt-7b,142,56,1.1818,47.39
hunyuan-mt-7b,101,26,0.56,46.43
hunyuan-mt-7b,161,74,1.5447,47.91
hunyuan-mt-7b,376,244,4.9476,49.32
hunyuan-mt-7b,121,42,0.8847,47.48
hunyuan-mt-7b,141,66,1.3737,48.05
hunyuan-mt-7b,93,19,0.442,42.99
hunyuan-mt-7b,97,28,0.6325,44.27
hunyuan-mt-7b,495,298,6.0819,49.0
hunyuan-mt-7b,109,38,0.8545,44.47
hunyuan-mt-7b,136,82,1.7508,46.83
hunyuan-mt-7b,85,14,0.3869,36.19
hunyuan-mt-7b,157,69,1.4917,46.25
hunyuan-mt-7b,81,11,0.3224,34.12
hunyuan-mt-7b,153,66,1.4388,45.87
hunyuan-mt-7b,118,23,0.6001,38.33
hunyuan-mt-7b,113,36,0.8724,41.27
hunyuan-mt-7b,90,19,0.5347,35.54
hunyuan-mt-7b,122,48,1.1142,43.08
hunyuan-mt-7b,373,264,5.4358,48.57
hunyuan-mt-7b,96,26,0.6746,38.54
hunyuan-mt-7b,118,34,0.8339,40.77
hunyuan-mt-7b,288,163,3.4934,46.66
hunyuan-mt-7b,96,31,0.7773,39.88
hunyuan-mt-7b,215,143,3.0021,47.63
hunyuan-mt-7b,143,52,1.2121,42.9
hunyuan-mt-7b,139,54,1.2444,43.39
hunyuan-mt-7b,82,12,0.2718,44.15
hunyuan-mt-7b,214,100,2.1466,46.59
hunyuan-mt-7b,135,50,1.0794,46.32
hunyuan-mt-7b,125,40,0.8197,48.8
hunyuan-mt-7b,144,59,1.2498,47.21
hunyuan-mt-7b,187,74,1.6032,46.16
hunyuan-mt-7b,120,44,0.8848,49.73
hunyuan-mt-7b,130,43,0.8566,50.2
hunyuan-mt-7b,376,207,4.3449,47.64
hunyuan-mt-7b,106,27,0.561,48.13
hunyuan-mt-7b,122,35,0.7124,49.13
hunyuan-mt-7b,257,138,2.8977,47.62
hunyuan-mt-7b,188,89,1.8948,46.97
hunyuan-mt-7b,109,44,0.8801,49.99
hunyuan-mt-7b,175,74,1.4838,49.87
hunyuan-mt-7b,153,68,1.3644,49.84
hunyuan-mt-7b,200,93,1.987,46.8
hunyuan-mt-7b,166,72,1.4604,49.3
hunyuan-mt-7b,100,23,0.5048,45.56
hunyuan-mt-7b,365,233,4.8495,48.05
hunyuan-mt-7b,106,36,0.7758,46.4
hunyuan-mt-7b,229,99,2.0839,47.51
hunyuan-mt-7b,204,95,1.9577,48.53
hunyuan-mt-7b,206,106,2.2534,47.04
hunyuan-mt-7b,90,16,0.391,40.92
hunyuan-mt-7b,194,98,2.016,48.61
hunyuan-mt-7b,409,251,5.2163,48.12
hunyuan-mt-7b,161,78,1.5868,49.16
hunyuan-mt-7b,139,50,1.0602,47.16
hunyuan-mt-7b,97,21,0.4682,44.85
hunyuan-mt-7b,112,38,0.8158,46.58
hunyuan-mt-7b,234,119,2.5062,47.48
hunyuan-mt-7b,211,115,2.3941,48.03
hunyuan-mt-7b,89,14,0.3379,41.43
hunyuan-mt-7b,143,69,1.458,47.33
hunyuan-mt-7b,142,67,1.4139,47.39
hunyuan-mt-7b,104,27,0.6107,44.21
hunyuan-mt-7b,107,34,0.757,44.92
hunyuan-mt-7b,107,58,1.2442,46.62
hunyuan-mt-7b,87,33,0.7391,44.65
hunyuan-mt-7b,85,19,0.4557,41.7
hunyuan-mt-7b,235,129,2.6925,47.91
hunyuan-mt-7b,159,103,2.1187,48.61
hunyuan-mt-7b,110,39,0.8589,45.41
hunyuan-mt-7b,154,52,1.1325,45.92
hunyuan-mt-7b,132,42,0.9246,45.43
hunyuan-mt-7b,145,76,1.6251,46.77
hunyuan-mt-7b,90,18,0.4213,42.72
hunyuan-mt-7b,92,22,0.5068,43.41
hunyuan-mt-7b,100,28,0.6464,43.32
hunyuan-mt-7b,168,76,1.6233,46.82
hunyuan-mt-7b,101,30,0.702,42.73
hunyuan-mt-7b,90,31,0.7082,43.77
hunyuan-mt-7b,441,289,6.0168,48.03
hunyuan-mt-7b,84,13,0.314,41.4
hunyuan-mt-7b,100,24,0.5392,44.51
hunyuan-mt-7b,158,63,1.3556,46.47
hunyuan-mt-7b,131,49,1.0544,46.47
hunyuan-mt-7b,91,17,0.3614,47.04
hunyuan-mt-7b,128,43,0.9189,46.8
hunyuan-mt-7b,121,56,1.2148,46.1
hunyuan-mt-7b,282,170,3.5408,48.01
hunyuan-mt-7b,111,35,0.7681,45.57
hunyuan-mt-7b,115,34,0.737,46.14
hunyuan-mt-7b,144,54,1.1513,46.9
hunyuan-mt-7b,164,73,1.5581,46.85
hunyuan-mt-7b,129,64,1.3485,47.46
hunyuan-mt-7b,195,88,1.8616,47.27
hunyuan-mt-7b,127,61,1.2819,47.59
hunyuan-mt-7b,323,196,4.1132,47.65
hunyuan-mt-7b,133,45,0.9546,47.14
hunyuan-mt-7b,128,46,0.9726,47.29
hunyuan-mt-7b,172,76,1.6227,46.83
hunyuan-mt-7b,153,59,1.2542,47.04
hunyuan-mt-7b,111,35,0.7471,46.85
hunyuan-mt-7b,134,50,1.071,46.69
hunyuan-mt-7b,128,44,0.9393,46.84
hunyuan-mt-7b,246,127,2.6731,47.51
hunyuan-mt-7b,137,50,1.0548,47.4
hunyuan-mt-7b,107,32,0.6852,46.7
hunyuan-mt-7b,124,39,0.83,46.99
hunyuan-mt-7b,151,81,1.6927,47.85
hunyuan-mt-7b,122,38,0.8066,47.11
hunyuan-mt-7b,358,206,4.226,48.75
hunyuan-mt-7b,149,55,1.159,47.45
hunyuan-mt-7b,99,24,0.5382,44.59
hunyuan-mt-7b,105,38,0.8241,46.11
hunyuan-mt-7b,93,20,0.4457,44.87
hunyuan-mt-7b,156,86,1.8151,47.38
hunyuan-mt-7b,90,24,0.5341,44.93
hunyuan-mt-7b,80,12,0.2999,40.01
hunyuan-mt-7b,132,58,1.2322,47.07
hunyuan-mt-7b,104,34,0.7368,46.14
hunyuan-mt-7b,102,31,0.6626,46.79
hunyuan-mt-7b,93,19,0.434,43.78
hunyuan-mt-7b,241,149,3.1356,47.52
hunyuan-mt-7b,85,18,0.4267,42.18
hunyuan-mt-7b,135,54,1.1539,46.8
hunyuan-mt-7b,123,42,0.9169,45.81
hunyuan-mt-7b,89,18,0.4173,43.13
hunyuan-mt-7b,127,45,0.987,45.59
hunyuan-mt-7b,133,48,1.0432,46.01
hunyuan-mt-7b,151,71,1.5081,47.08
hunyuan-mt-7b,144,53,1.1473,46.2
hunyuan-mt-7b,135,48,1.0325,46.49
hunyuan-mt-7b,95,21,0.4859,43.22
hunyuan-mt-7b,177,61,1.3077,46.65
hunyuan-mt-7b,89,19,0.4344,43.73
hunyuan-mt-7b,104,35,0.7635,45.84
hunyuan-mt-7b,114,32,0.6975,45.88
hunyuan-mt-7b,155,57,1.1996,47.52
hunyuan-mt-7b,97,33,0.7138,46.23
hunyuan-mt-7b,128,43,0.9447,45.52
hunyuan-mt-7b,180,77,1.6307,47.22
hunyuan-mt-7b,169,89,1.8881,47.14
hunyuan-mt-7b,192,88,1.8722,47.0
hunyuan-mt-7b,139,49,1.0836,45.22
hunyuan-mt-7b,91,17,0.4045,42.02
hunyuan-mt-7b,100,27,0.6101,44.26
hunyuan-mt-7b,284,178,3.747,47.5
hunyuan-mt-7b,107,32,0.7215,44.35
hunyuan-mt-7b,115,50,1.082,46.21
hunyuan-mt-7b,86,15,0.3683,40.73
hunyuan-mt-7b,256,135,2.828,47.74
hunyuan-mt-7b,142,58,1.2521,46.32
hunyuan-mt-7b,95,24,0.5476,43.83
hunyuan-mt-7b,140,54,1.1678,46.24
hunyuan-mt-7b,117,32,0.6969,45.92
hunyuan-mt-7b,145,93,1.9819,46.92
hunyuan-mt-7b,86,20,0.4537,44.08
hunyuan-mt-7b,112,41,0.8999,45.56
hunyuan-mt-7b,93,28,0.6338,44.18
hunyuan-mt-7b,137,50,1.077,46.43
hunyuan-mt-7b,130,53,1.1479,46.17
hunyuan-mt-7b,237,147,3.0901,47.57
hunyuan-mt-7b,131,58,1.2789,45.35
hunyuan-mt-7b,175,65,1.4211,45.74
hunyuan-mt-7b,162,65,1.4216,45.72
hunyuan-mt-7b,124,43,0.9706,44.3
hunyuan-mt-7b,125,43,0.9613,44.73
hunyuan-mt-7b,132,51,1.1309,45.1
hunyuan-mt-7b,122,43,0.9604,44.77
hunyuan-mt-7b,131,47,1.0487,44.82
hunyuan-mt-7b,107,38,0.8521,44.6
hunyuan-mt-7b,109,41,0.9053,45.29
hunyuan-mt-7b,99,22,0.5217,42.17
hunyuan-mt-7b,110,38,0.8481,44.8
hunyuan-mt-7b,159,61,1.3508,45.16
hunyuan-mt-7b,156,74,1.6294,45.42
hunyuan-mt-7b,103,30,0.7063,42.47
hunyuan-mt-7b,93,21,0.517,40.62
hunyuan-mt-7b,177,63,1.3859,45.46
hunyuan-mt-7b,115,48,1.0896,44.05
hunyuan-mt-7b,104,34,0.7957,42.73
hunyuan-mt-7b,154,55,1.2749,43.14
hunyuan-mt-7b,100,40,0.9408,42.52
hunyuan-mt-7b,97,27,0.6762,39.93
hunyuan-mt-7b,136,55,1.2394,44.38
hunyuan-mt-7b,93,19,0.475,40.0
hunyuan-mt-7b,99,26,0.6272,41.45
hunyuan-mt-7b,106,30,0.7153,41.94
hunyuan-mt-7b,107,29,0.6828,42.47
hunyuan-mt-7b,110,37,0.8385,44.13
hunyuan-mt-7b,119,37,0.8401,44.04
hunyuan-mt-7b,142,55,1.2277,44.8
hunyuan-mt-7b,131,46,1.0336,44.51
hunyuan-mt-7b,107,38,0.8489,44.76
hunyuan-mt-7b,87,20,0.4353,45.94
hunyuan-mt-7b,126,45,1.0157,44.3
hunyuan-mt-7b,167,72,1.6025,44.93
hunyuan-mt-7b,87,16,0.3682,43.45
hunyuan-mt-7b,158,72,1.6229,44.36
hunyuan-mt-7b,165,68,1.5176,44.81
hunyuan-mt-7b,93,23,0.526,43.72
hunyuan-mt-7b,133,52,1.1533,45.09
hunyuan-mt-7b,142,52,1.1454,45.4
hunyuan-mt-7b,142,64,1.4073,45.48
hunyuan-mt-7b,138,63,1.3863,45.45
hunyuan-mt-7b,188,85,1.8462,46.04
hunyuan-mt-7b,160,90,1.9499,46.16
hunyuan-mt-7b,153,69,1.4687,46.98
hunyuan-mt-7b,172,76,1.6527,45.99
hunyuan-mt-7b,111,34,0.739,46.01
hunyuan-mt-7b,128,42,0.9096,46.18
hunyuan-mt-7b,191,94,2.0215,46.5
hunyuan-mt-7b,196,107,2.3159,46.2
hunyuan-mt-7b,180,87,1.8549,46.9
hunyuan-mt-7b,211,107,2.2983,46.56
hunyuan-mt-7b,122,36,0.7604,47.34
hunyuan-mt-7b,182,90,1.8713,48.09
hunyuan-mt-7b,129,44,0.9161,48.03
hunyuan-mt-7b,137,59,1.2272,48.07
hunyuan-mt-7b,147,67,1.4046,47.7
hunyuan-mt-7b,97,32,0.6827,46.87
hunyuan-mt-7b,114,43,0.9062,47.45
hunyuan-mt-7b,118,55,1.1441,48.07
hunyuan-mt-7b,159,69,1.4464,47.71
hunyuan-mt-7b,240,122,2.5812,47.27
hunyuan-mt-7b,120,41,0.8749,46.86
hunyuan-mt-7b,192,107,2.2096,48.43
hunyuan-mt-7b,148,59,1.2212,48.31
hunyuan-mt-7b,133,81,1.7164,47.19
hunyuan-mt-7b,107,42,0.8968,46.84
hunyuan-mt-7b,109,41,0.8783,46.68
hunyuan-mt-7b,96,26,0.5753,45.19
hunyuan-mt-7b,98,20,0.445,44.95
hunyuan-mt-7b,79,20,0.4566,43.8
hunyuan-mt-7b,155,69,1.4381,47.98
hunyuan-mt-7b,126,52,1.097,47.4
hunyuan-mt-7b,137,53,1.1162,47.48
hunyuan-mt-7b,250,128,2.6536,48.24
hunyuan-mt-7b,117,36,0.7832,45.96
hunyuan-mt-7b,166,91,1.8944,48.04
hunyuan-mt-7b,130,47,1.0001,47.0
hunyuan-mt-7b,82,13,0.302,43.04
hunyuan-mt-7b,229,107,2.2221,48.15
hunyuan-mt-7b,121,41,0.8853,46.31
hunyuan-mt-7b,260,150,3.1381,47.8
hunyuan-mt-7b,96,21,0.4722,44.47
hunyuan-mt-7b,160,73,1.5206,48.01
hunyuan-mt-7b,116,37,0.7809,47.38
hunyuan-mt-7b,189,108,2.2174,48.7
hunyuan-mt-7b,169,67,1.4029,47.76
hunyuan-mt-7b,261,140,2.8999,48.28
hunyuan-mt-7b,100,25,0.5501,45.44
hunyuan-mt-7b,151,59,1.2545,47.03
hunyuan-mt-7b,139,47,1.0052,46.76
hunyuan-mt-7b,109,32,0.6918,46.26
hunyuan-mt-7b,114,36,0.7753,46.43
hunyuan-mt-7b,82,15,0.3564,42.09
hunyuan-mt-7b,97,23,0.5067,45.4
hunyuan-mt-7b,147,56,1.1709,47.82
hunyuan-mt-7b,100,23,0.5099,45.11
hunyuan-mt-7b,119,39,0.8347,46.72
hunyuan-mt-7b,172,79,1.6723,47.24
hunyuan-mt-7b,168,70,1.4843,47.16
hunyuan-mt-7b,168,73,1.5403,47.39
hunyuan-mt-7b,138,75,1.5737,47.66
hunyuan-mt-7b,197,91,1.899,47.92
hunyuan-mt-7b,144,59,1.2268,48.09
hunyuan-mt-7b,126,42,0.896,46.88
hunyuan-mt-7b,107,36,0.7645,47.09
hunyuan-mt-7b,188,87,1.8123,48.01
hunyuan-mt-7b,84,17,0.3632,46.81
hunyuan-mt-7b,98,25,0.5416,46.16
hunyuan-mt-7b,112,28,0.6116,45.78
hunyuan-mt-7b,274,161,3.3229,48.45
hunyuan-mt-7b,101,26,0.585,44.44
hunyuan-mt-7b,155,78,1.6548,47.14
hunyuan-mt-7b,84,17,0.4113,41.34
hunyuan-mt-7b,135,48,1.0308,46.56
hunyuan-mt-7b,112,33,0.7376,44.74
hunyuan-mt-7b,141,63,1.3558,46.47
hunyuan-mt-7b,149,64,1.3722,46.64
hunyuan-mt-7b,179,85,1.805,47.09
hunyuan-mt-7b,238,141,2.9579,47.67
hunyuan-mt-7b,126,41,0.925,44.32
hunyuan-mt-7b,142,68,1.475,46.1
hunyuan-mt-7b,110,36,0.8087,44.52
hunyuan-mt-7b,186,89,1.8963,46.93
hunyuan-mt-7b,153,64,1.4074,45.47
hunyuan-mt-7b,257,132,2.7852,47.39
hunyuan-mt-7b,83,12,0.3165,37.91
hunyuan-mt-7b,78,9,0.2404,37.43
hunyuan-mt-7b,167,67,1.4744,45.44
hunyuan-mt-7b,142,59,1.2955,45.54
hunyuan-mt-7b,113,40,0.9175,43.6
hunyuan-mt-7b,99,27,0.6613,40.83
hunyuan-mt-7b,89,18,0.4483,40.16
hunyuan-mt-7b,83,14,0.3421,40.92
hunyuan-mt-7b,168,71,1.5602,45.51
hunyuan-mt-7b,97,23,0.5623,40.91
hunyuan-mt-7b,110,33,0.7861,41.98
hunyuan-mt-7b,109,29,0.6876,42.17
hunyuan-mt-7b,113,19,0.453,41.94
hunyuan-mt-7b,84,15,0.3572,41.99
hunyuan-mt-7b,121,35,0.8058,43.44
hunyuan-mt-7b,100,27,0.6184,43.66
hunyuan-mt-7b,135,46,1.0695,43.01
hunyuan-mt-7b,82,13,0.3106,41.86
hunyuan-mt-7b,126,45,1.0366,43.41
hunyuan-mt-7b,151,55,1.2802,42.96
hunyuan-mt-7b,130,44,1.0126,43.45
hunyuan-mt-7b,103,29,0.6783,42.76
hunyuan-mt-7b,101,27,0.6274,43.03
hunyuan-mt-7b,103,34,0.7863,43.24
hunyuan-mt-7b,186,83,1.8397,45.12
hunyuan-mt-7b,126,39,0.896,43.53
hunyuan-mt-7b,115,39,0.8852,44.06
hunyuan-mt-7b,90,14,0.3536,39.59
hunyuan-mt-7b,415,251,5.2702,47.63
hunyuan-mt-7b,82,13,0.3147,41.3
hunyuan-mt-7b,120,101,2.2123,45.65
hunyuan-mt-7b,92,19,0.4407,43.11
hunyuan-mt-7b,122,43,0.9712,44.28
hunyuan-mt-7b,100,28,0.6442,43.47
hunyuan-mt-7b,118,45,1.0053,44.76
hunyuan-mt-7b,79,35,0.7886,44.38
hunyuan-mt-7b,81,28,0.6404,43.73
hunyuan-mt-7b,112,32,0.7393,43.29
hunyuan-mt-7b,135,51,1.1378,44.82
hunyuan-mt-7b,130,42,0.9399,44.69
hunyuan-mt-7b,114,44,1.2542,35.08
hunyuan-mt-7b,141,49,1.371,35.74
hunyuan-mt-7b,195,88,2.2475,39.15
hunyuan-mt-7b,85,27,0.9005,29.98
hunyuan-mt-7b,86,38,1.1442,33.21
hunyuan-mt-7b,180,86,2.2242,38.67
hunyuan-mt-7b,162,85,2.2151,38.37
hunyuan-mt-7b,130,68,1.8148,37.47
hunyuan-mt-7b,95,22,0.8119,27.1
hunyuan-mt-7b,101,27,0.9264,29.15
hunyuan-mt-7b,110,35,1.0951,31.96
hunyuan-mt-7b,112,32,1.3027,24.56
hunyuan-mt-7b,140,49,1.6701,29.34
hunyuan-mt-7b,105,23,1.1124,20.68
hunyuan-mt-7b,103,35,1.372,25.51
hunyuan-mt-7b,128,44,1.5574,28.25
hunyuan-mt-7b,88,23,1.1137,20.65
hunyuan-mt-7b,144,43,1.5393,27.94
hunyuan-mt-7b,212,97,2.725,35.6
hunyuan-mt-7b,111,34,1.3495,25.19
hunyuan-mt-7b,85,13,0.3283,39.6
hunyuan-mt-7b,79,10,0.259,38.61
hunyuan-mt-7b,101,41,1.4998,27.34
hunyuan-mt-7b,115,39,1.4509,26.88
hunyuan-mt-7b,224,115,3.1138,36.93
hunyuan-mt-7b,102,27,0.8948,30.17
hunyuan-mt-7b,125,39,1.4598,26.72
hunyuan-mt-7b,93,29,0.948,30.59
hunyuan-mt-7b,102,35,1.0856,32.24
hunyuan-mt-7b,93,20,0.4958,40.34
hunyuan-mt-7b,112,37,1.141,32.43
hunyuan-mt-7b,100,21,0.5273,39.83
hunyuan-mt-7b,107,28,0.6745,41.51
hunyuan-mt-7b,225,129,3.4635,37.25
hunyuan-mt-7b,113,29,0.7164,40.48
hunyuan-mt-7b,102,40,1.2171,32.87
hunyuan-mt-7b,129,54,1.8261,29.57
hunyuan-mt-7b,123,50,1.4583,34.29
hunyuan-mt-7b,131,56,1.87,29.95
hunyuan-mt-7b,129,56,1.5882,35.26
hunyuan-mt-7b,87,15,0.3828,39.18
hunyuan-mt-7b,93,20,0.5087,39.31
hunyuan-mt-7b,163,58,1.6256,35.68
hunyuan-mt-7b,84,15,0.3812,39.35
hunyuan-mt-7b,126,42,0.9926,42.31
hunyuan-mt-7b,160,67,1.816,36.89
hunyuan-mt-7b,100,26,0.609,42.69
hunyuan-mt-7b,131,45,1.0528,42.74
hunyuan-mt-7b,96,34,0.807,42.13
hunyuan-mt-7b,153,85,2.4893,34.15
hunyuan-mt-7b,96,24,0.5707,42.06
hunyuan-mt-7b,113,28,0.6457,43.36
hunyuan-mt-7b,110,34,0.7706,44.12
hunyuan-mt-7b,141,55,1.2632,43.54
hunyuan-mt-7b,163,57,1.3084,43.56
hunyuan-mt-7b,97,28,0.636,44.03
hunyuan-mt-7b,95,21,0.4886,42.98
hunyuan-mt-7b,107,30,0.6817,44.01
hunyuan-mt-7b,95,28,0.6473,43.26
hunyuan-mt-7b,100,23,0.5431,42.35
hunyuan-mt-7b,96,132,3.4905,37.82
hunyuan-mt-7b,153,63,1.4225,44.29
hunyuan-mt-7b,139,47,1.0466,44.91
hunyuan-mt-7b,128,43,0.9609,44.75
hunyuan-mt-7b,188,71,1.6114,44.06
hunyuan-mt-7b,135,69,1.5785,43.71
hunyuan-mt-7b,149,72,1.6491,43.66
hunyuan-mt-7b,153,64,1.4425,44.37
hunyuan-mt-7b,204,147,3.8409,38.27
hunyuan-mt-7b,109,35,0.7985,43.83
hunyuan-mt-7b,198,115,2.8943,39.73
hunyuan-mt-7b,101,27,0.6502,41.52
hunyuan-mt-7b,132,48,1.0964,43.78
hunyuan-mt-7b,139,54,1.2324,43.82
hunyuan-mt-7b,168,80,1.7827,44.87
hunyuan-mt-7b,82,26,0.6126,42.44
hunyuan-mt-7b,152,72,1.6061,44.83
hunyuan-mt-7b,81,19,0.4382,43.36
hunyuan-mt-7b,104,28,0.6536,42.84
hunyuan-mt-7b,122,53,1.206,43.95
hunyuan-mt-7b,161,65,1.4594,44.54
hunyuan-mt-7b,104,34,0.7932,42.87
hunyuan-mt-7b,115,39,0.9138,42.68
hunyuan-mt-7b,189,92,2.0404,45.09
hunyuan-mt-7b,92,26,0.6027,43.14
hunyuan-mt-7b,155,62,1.3932,44.5
hunyuan-mt-7b,136,51,1.1388,44.79
hunyuan-mt-7b,87,17,0.3825,44.45
hunyuan-mt-7b,90,23,0.531,43.31
hunyuan-mt-7b,161,70,1.571,44.56
hunyuan-mt-7b,92,24,0.5589,42.94
hunyuan-mt-7b,131,81,1.7996,45.01
hunyuan-mt-7b,93,15,0.3996,37.54
hunyuan-mt-7b,242,121,2.7582,43.87
hunyuan-mt-7b,97,23,0.6477,35.51
hunyuan-mt-7b,177,79,1.8824,41.97
hunyuan-mt-7b,119,43,1.0775,39.91
hunyuan-mt-7b,222,135,3.1286,43.15
hunyuan-mt-7b,118,43,1.1429,37.62
hunyuan-mt-7b,97,24,0.7508,31.97
hunyuan-mt-7b,134,39,1.1069,35.23
hunyuan-mt-7b,82,25,0.8285,30.18
hunyuan-mt-7b,229,147,3.5041,41.95
hunyuan-mt-7b,148,68,1.7488,38.88
hunyuan-mt-7b,4093,185,4.904,37.72
hunyuan-mt-7b,204,90,2.2819,39.44
hunyuan-mt-7b,81,11,0.3324,33.09
hunyuan-mt-7b,121,32,1.0699,29.91
hunyuan-mt-7b,165,91,2.3422,38.85
hunyuan-mt-7b,151,85,2.187,38.87
hunyuan-mt-7b,237,127,3.0796,41.24
hunyuan-mt-7b,119,31,0.7437,41.68
hunyuan-mt-7b,164,88,2.2121,39.78
hunyuan-mt-7b,180,89,2.2,40.45
hunyuan-mt-7b,236,135,3.2031,42.15
hunyuan-mt-7b,100,23,0.5092,45.17
hunyuan-mt-7b,125,39,0.8116,48.05
hunyuan-mt-7b,245,112,2.7017,41.46
hunyuan-mt-7b,115,26,0.5663,45.91
hunyuan-mt-7b,240,128,3.029,42.26
hunyuan-mt-7b,236,139,3.2772,42.41
hunyuan-mt-7b,133,54,1.1412,47.32
hunyuan-mt-7b,243,143,3.3771,42.34
hunyuan-mt-7b,95,22,0.543,40.52
hunyuan-mt-7b,108,24,0.5917,40.56
hunyuan-mt-7b,117,60,1.2796,46.89
hunyuan-mt-7b,143,54,1.0284,52.51
hunyuan-mt-7b,199,102,2.0012,50.97
hunyuan-mt-7b,196,94,1.7887,52.55
hunyuan-mt-7b,277,161,3.1955,50.38
hunyuan-mt-7b,319,170,3.4251,49.63
hunyuan-mt-7b,341,193,4.0899,47.19
hunyuan-mt-7b,203,118,2.3516,50.18
hunyuan-mt-7b,90,19,0.4398,43.21
hunyuan-mt-7b,324,190,3.9006,48.71
hunyuan-mt-7b,263,143,2.8977,49.35
hunyuan-mt-7b,81,13,0.3486,37.29
hunyuan-mt-7b,256,128,2.5979,49.27
hunyuan-mt-7b,101,26,0.6597,39.41
hunyuan-mt-7b,273,141,2.8949,48.71
hunyuan-mt-7b,86,30,0.7411,40.48
hunyuan-mt-7b,369,239,5.2067,45.9
hunyuan-mt-7b,91,18,0.4028,44.69
hunyuan-mt-7b,257,142,2.8491,49.84
hunyuan-mt-7b,325,197,4.0509,48.63
hunyuan-mt-7b,100,22,0.503,43.74
hunyuan-mt-7b,116,38,0.8402,45.23
hunyuan-mt-7b,445,257,5.527,46.5
hunyuan-mt-7b,457,264,5.7387,46.0
hunyuan-mt-7b,184,79,1.7933,44.05
hunyuan-mt-7b,455,268,5.7597,46.53
hunyuan-mt-7b,483,287,6.2628,45.83
hunyuan-mt-7b,420,275,5.75,47.83
hunyuan-mt-7b,494,283,5.962,47.47
hunyuan-mt-7b,194,90,2.0345,44.24
hunyuan-mt-7b,90,28,0.6256,44.76
hunyuan-mt-7b,504,309,6.7336,45.89
hunyuan-mt-7b,349,222,4.6159,48.09
hunyuan-mt-7b,526,306,6.5557,46.68
hunyuan-mt-7b,523,319,6.9635,45.81
hunyuan-mt-7b,213,107,2.3873,44.82
hunyuan-mt-7b,526,328,6.9934,46.9
hunyuan-mt-7b,407,248,5.1246,48.39
hunyuan-mt-7b,200,98,2.1088,46.47
hunyuan-mt-7b,131,47,0.9943,47.27
hunyuan-mt-7b,298,158,3.4126,46.3
hunyuan-mt-7b,277,147,3.1363,46.87
hunyuan-mt-7b,81,12,0.2801,42.85
hunyuan-mt-7b,302,167,3.5887,46.54
hunyuan-mt-7b,237,133,2.8336,46.94
hunyuan-mt-7b,169,67,1.3977,47.94
hunyuan-mt-7b,259,139,2.9563,47.02
hunyuan-mt-7b,142,69,1.4509,47.56
hunyuan-mt-7b,198,91,1.9105,47.63
hunyuan-mt-7b,179,81,1.7149,47.23
hunyuan-mt-7b,220,104,2.201,47.25
hunyuan-mt-7b,149,56,1.1954,46.84
hunyuan-mt-7b,234,140,2.9852,46.9
hunyuan-mt-7b,196,88,1.8568,47.39
hunyuan-mt-7b,86,15,0.3723,40.29
hunyuan-mt-7b,147,71,1.5139,46.9
hunyuan-mt-7b,100,25,0.5348,46.75
hunyuan-mt-7b,90,18,0.3713,48.47
hunyuan-mt-7b,685,429,8.8554,48.45
hunyuan-mt-7b,652,453,9.6632,46.88
